ISIN,Instrument Name,Industry,Security Code,Security Id,Status,Group,Face Value,Instrument
INE117A01022,ABB India Limited,Heavy Electrical Equipment,500002,ABB,Active,A,2,Equity
INE208C01025,AEGIS LOGISTICS LTD.,Oil Marketing & Distribution,500003,AEGISLOG,Active,A,1,Equity
INE424A01014,TORRENT POWER AEC LTD.,,500004,TPAEC,Delisted,B,10,Equity
INE984C01013,AKAR LAMINATORS LTD.,Iron & Steel Products,500005,AKARLAMIN,Delisted,XD,10,Equity
INE256B01026,ALPHA DRUG INDIA LTD.,,500006,ALPHADR,Delisted,B,10,Equity
INE885A01032,AMARA RAJA BATTERIES LTD.,Auto Parts & Equipment,500008,AMARAJABAT,Active,A,1,Equity
INE432A01017,AMBALAL SARABHAI ENTERPRISES LTD.,Pharmaceuticals,500009,AMBALALSA,Active,X,10,Equity
INE001A01036,HOUSING DEVELOPMENT FINANCE CORP.LTD.,Housing Finance,500010,HDFC,Active,A,2,Equity
NA,AMRUT INDUSTRIES LTD.,,500011,AMRTMIL-BDM,Delisted,Z,10,Equity
INE714B01016,ANDHRA PETROCHEMICALS LTD.,Commodity Chemicals,500012,ANDHRAPET,Active,X,10,Equity
INE436A01026,ANSAL PROPERTIES & INFRASTRUCTURE LTD.,Realty,500013,ANSALAPI,Active,B,5,Equity
INE096A01010,APPLE FINANCE LTD.,Finance (including NBFCs),500014,APPLEFIN,Active,XT,10,Equity
INE005A01011,ICICI LTD.,,500015,ICICIDM,Delisted,B,10,Equity
INE957C01019,ARUNA HOTELS LTD.,Hotels,500016,ARUNAHTEL,Active,XT,10,Equity
INE035A01018,ARPOLDM,,500018,ARPOLDM,Delisted,B,10,Equity
INE320A01014,BANK OF RAJASTHAN LTD.,Banks,500019,BOR,Delisted,B,10,Equity
INE032A01023,BOMBAY DYEING & MFG.CO.LTD.,Textiles,500020,BOMDYEING,Active,B,2,Equity
NA,ASINCOF,,500021,ASINCOF,Delisted,Z,10,Equity
INE363A01022,Asian Hotels (North) Limited,Hotels,500023,ASIANHOTNR,Active,B,10,Equity
INE442A01024,Assam Company (India) Limited,Tea & Coffee,500024,ASSAMCO,Active,B,1,Equity
INE353C01011,ASSAMBROOK LTD.,Tea & Coffee,500025,ASSAMBR,Delisted,X,10,Equity
NA,ATASH INDUSTRIES LTD.,,500026,ATSHIND,Delisted,Z,10,Equity
INE100A01010,ATUL LTD.,Agrochemicals,500027,ATUL,Active,A,10,Equity
INE447A01015,ATV PROJECTS INDIA LTD.,Construction & Engineering,500028,ATVPR,Active,XT,10,Equity
INE448A01013,AUTOLITE (INDIA) LTD.,Auto Parts & Equipment,500029,AUTOLITIND,Active,B,10,Equity
INE450A01019,AUTORIDERS FINANCE LTD.,Finance (including NBFCs),500030,AUTORIDFIN,Suspended,T,10,Equity
INE193E01025,BAJAJ ELECTRICALS LTD.,Household Appliances,500031,BAJAJELEC,Active,A,2,Equity
INE306A01021,Bajaj Hindusthan Sugar Limited,Sugar,500032,BAJAJHIND,Active,B,1,Equity
INE451A01017,FORCE MOTORS LTD.,Cars & Utility Vehicles,500033,FORCEMOT,Active,A,10,Equity
INE296A01024,Bajaj Finance Limited,Finance (including NBFCs),500034,BAJFINANCE,Active,A,2,Equity
INE453A01013,BALAJI DISTILLERIES LTD.,Breweries & Distilleries,500035,BALAJIDI,Delisted,T,10,Equity
INE455A01018,BALAJI INDUSTRIAL CORPORATION LTD.,Iron & Steel Products,500036,BALAJIIND,Delisted,X,10,Equity
,BALMER LAWRIE FREIGHT CONTAINERS LTD.,Iron & Steel Products,500037,BALMERL-B,Delisted,P,10,Equity
INE119A01028,BALRAMPUR CHINI MILLS LTD.,Sugar,500038,BALRAMCHIN,Active,A,1,Equity
INE213C01025,BANCO PRODUCTS (INDIA) LTD.,Auto Parts & Equipment,500039,BANCOINDIA,Active,B,2,Equity
INE055A01016,CENTURY TEXTILES & INDUSTRIES LTD.,Cement & Cement Products,500040,CENTURYTEX,Active,A,10,Equity
INE459A01010,BANNARI AMMAN SUGARS LTD.,Sugar,500041,BANARISUG,Active,B,10,Equity
INE373A01013,BASF INDIA LTD.,Specialty Chemicals,500042,BASF,Active,A,10,Equity
INE176A01028,BATA INDIA LTD.,Footwear,500043,BATAINDIA,Active,A,5,Equity
INE854A01012,RAYBAN SUN OPTICS INDIA LTD.,,500044,RAYBAN,Delisted,B,10,Equity
INE166C01025,BELLARY STEELS & ALLOYS LTD.,Iron & Steel/Interm.Products,500045,BELLARYS,Delisted,XT,1,Equity
INE287A01015,BEST & CROMPTON ENGG.LTD.,Industrial Machinery,500046,BECREL,Delisted,Z,10,Equity
NA,BETA NAPHTHOL LTD.,,500047,BETANAP,Delisted,Z,10,Equity
INE258A01016,BEML LTD.,Commercial Vehicles,500048,BEML,Active,A,10,Equity
INE263A01024,BHARAT ELECTRONICS LTD.,Defence,500049,BEL,Active,A,1,Equity
INE838B01013,BHARAT RASAYAN LTD.,,500050,BHARATRA,Delisted,T,10,Equity
INE099C01010,Bhagawati Gas Limited,Industrial Gases,500051,BHAGGAS,Delisted,Z,10,Equity
INE922A01025,BHANSALI ENGINEERING POLYMERS LTD.,Specialty Chemicals,500052,BEPL,Active,B,1,Equity
NA,BHARAT ZINC LTD.,,500053,BHAZINC,Delisted,Z,10,Equity
NA,BHRTITE-B,,500054,BHRTITE-B,Delisted,Z,10,Equity
INE824B01021,Tata Steel Bsl Ltd,Iron & Steel/Interm.Products,500055,TATASTLBSL,Active,T,2,Equity
INF189A01046,MASTERGROWTH-93,,500056,UTIMRDM,Delisted,B,10,Equity
INE605B01016,ADITYA BIRLA CHEMICALS (INDIA) LTD.,Commodity Chemicals,500057,ABCIL,Delisted,B,10,Equity
INE819C01011,BIHAR SPONGE IRON LTD.,Iron & Steel/Interm.Products,500058,BIHSPONG,Active,XT,10,Equity
INE071A01013,BINANI INDUSTRIES LTD.,Holding Companies,500059,BINANIIND,Active,B,10,Equity
INE800A01015,Birla Cable Ltd,Other Elect.Equip./ Prod.,500060,BIRLACABLE,Active,B,10,Equity
INE247A01019,ANDHRA VALLEY POWER SUPPLY COMPANY LTD.,,500061,ANVALDM,Delisted,B,10,Equity
INE251A01011,ASHOK LEYLAND FINANCE LTD.,,500062,ASHOKLEYFIN,Delisted,B,10,Equity
INE143A01010,OSWAL CHEMICALS & FERTILIZERS LTD.,,500063,OSWALCHEM,Delisted,B,10,Equity
INE097A01018,BIRLA GLOBAL FINANCE LTD.,,500064,BGFL,Delisted,B,10,Equity
INE051A01015,BLOW PLAST LTD.,,500066,BLOWPLA,Delisted,S,10,Equity
INE472A01039,BLUE STAR LTD.,Consumer Electronics,500067,BLUESTARCO,Active,A,2,Equity
INE131C01011,DISA INDIA LTD.,Industrial Machinery,500068,DISAQ,Active,X,10,Equity
INE418C01012,BNK CAPITAL MARKETS LTD.,Other Financial Services,500069,BNKCAP,Active,X,10,Equity
INE458A01012,BANK OF PUNJAB LTD.,,500070,BOP,Delisted,B,10,Equity
INE241A01012,BONGAIGAON REFINERY & PETROCHEMICALS LTD.,,500072,BONGAIREFN,Delisted,B,10,Equity
INE108A01013,BPL ENGINEERING LTD.,,500073,BPLENG,Delisted,B,10,Equity
INE110A01019,BPL LTD.,Consumer Electronics,500074,BPL,Active,B,10,Equity
INE580A01013,NAGARJUNA FERTILIZERS & CHEMICALS LTD.,Fertilizers,500075,NAGARFER,Delisted,B,10,Equity
INE157A01010,BURROUGHS WELLCOME (INDIA) LTD.,,500076,BURROWEL,Delisted,B,10,Equity
INE475A01016,CABLE CORPORATION OF INDIA LTD.,Other Elect.Equip./ Prod.,500077,CCI,Delisted,B,10,Equity
INE959C01023,Oriental Aromatics Ltd,Commodity Chemicals,500078,OAL,Active,X,5,Equity
INE480A01016,CARRIER AIRCON LTD.,,500079,CARIR,Delisted,B,10,Equity
INE466B01013,CAUVERY SOFTWARE ENGINEERING SYSTEMS LTD.,IT Software Products,500080,CAUVERSOFT,Delisted,B,10,Equity
NA,CELESTE INTERNATIONAL LTD.,,500081,CELEINT,Delisted,Z,10,Equity
INE942A01015,CENTAK CHEMICALS LTD.,,500082,CENCHDM,Delisted,B,10,Equity
INE281A01026,CENTURY EXTRUSIONS LTD.,Aluminium,500083,CENTEXT,Active,B,1,Equity
INE486A01013,CESC LTD.,Electric Utilities,500084,CESC,Active,A,10,Equity
INE085A01013,CHAMBAL FERTILISERS & CHEMICALS LTD.,Fertilizers,500085,CHAMBLFERT,Active,A,10,Equity
INE302A01020,EXIDE INDUSTRIES LTD.,Auto Parts & Equipment,500086,EXIDEIND,Active,A,1,Equity
INE059A01026,CIPLA LTD.,Pharmaceuticals,500087,CIPLA,Active,A,2,Equity
INE303A01010,DIC INDIA LTD.,Specialty Chemicals,500089,DICIND,Active,B,10,Equity
INE122A01014,MADURA COATS LTD.,,500090,MADUCOA,Delisted,B,10,Equity
INE494A01017,CORE HEALTHCARE LTD.,Pharmaceuticals,500091,COREPARENT,Delisted,B,10,Equity
INE007A01025,CRISIL LTD.,Other Financial Services,500092,CRISIL,Active,A,1,Equity
INE067A01029,CG Power and Industrial Solutions Ltd,Heavy Electrical Equipment,500093,CGPOWER,Active,A,2,Equity
INE107D01019,CT COTTON YARN LTD.,Textiles,500094,CTCOTTON,Delisted,XD,10,Equity
INE378A01012,WYETH LTD.,Pharmaceuticals,500095,WYETH,Delisted,B,10,Equity
INE016A01026,DABUR INDIA LTD.,Personal Products,500096,DABUR,Active,A,1,Equity
INE495A01022,Dalmia Bharat Sugar and Industries Ltd,Sugar,500097,DALMIASUG,Active,B,2,Equity
INE575B01011,SKYLINE NEPC LTD.,,500098,SKYLNEPC,Delisted,B,10,Equity
INE496A01020,CENTRAL INDIA POLYESTERS LTD.,,500099,CENTINPO,Delisted,B,10,Equity
INE497A01010,DAEWOO MOTORS (INDIA) LTD.,Cars & Utility Vehicles,500100,DAEWOO,Delisted,XD,10,Equity
INE034A01011,ARVIND LTD.,Textiles,500101,ARVIND,Active,A,10,Equity
INE294A01037,BALLARPUR INDUSTRIES LTD.,Paper & Paper Products,500102,BALLARPUR,Active,B,2,Equity
INE257A01026,BHARAT HEAVY ELECTRICALS LTD.,Heavy Electrical Equipment,500103,BHEL,Active,A,2,Equity
INE094A01015,HINDUSTAN PETROLEUM CORPORATION LTD.,Refineries/ Petro-Products,500104,HINDPETRO,Active,A,10,Equity
INE006A01019,INDIAN PETROCHEMICALS CORP.LTD.,,500105,IPCL,Delisted,B,10,Equity
INE039A01010,IFCI LTD.,Financial Institutions,500106,IFCI,Active,A,10,Equity
INE020A01010,JINDAL IRON & STEEL CO.LTD.,,500107,JINDALIRON,Delisted,B,10,Equity
INE153A01019,MAHANAGAR TELEPHONE NIGAM LTD.,Telecom Services,500108,MTNL,Active,B,10,Equity
INE103A01014,MANGALORE REFINERY & PETROCHEMICALS LTD.,Refineries/ Petro-Products,500109,MRPL,Active,A,10,Equity
INE178A01016,CHENNAI PETROLEUM CORPORATION LTD.,Refineries/ Petro-Products,500110,CHENNPETRO,Active,A,10,Equity
INE013A01015,RELIANCE CAPITAL LTD.,Finance (including NBFCs),500111,RELCAPITAL,Active,A,10,Equity
INE062A01020,STATE BANK OF INDIA,Banks,500112,SBIN,Active,A,1,Equity
INE114A01011,STEEL AUTHORITY OF INDIA LTD.,Iron & Steel/Interm.Products,500113,SAIL,Active,A,10,Equity
INE280A01028,Titan Company Limited,Other Apparels & Accessories,500114,TITAN,Active,A,1,Equity
INF189A01061,MSTRP,,500115,MSTRP,Delisted,Z,10,Equity
INE008A01015,IDBI BANK LTD.,Banks,500116,IDBI,Active,A,10,Equity
INE500A01029,DCW LTD.,Petrochemicals,500117,DCW,Active,B,2,Equity
INE041A01016,DHAMPUR SUGAR MILLS LTD.,Sugar,500119,DHAMPURSUG,Active,B,10,Equity
INE591D01014,DIAMINES & CHEMICALS LTD.,Commodity Chemicals,500120,DIAMINESQ,Active,X,10,Equity
INE124A01010,DIGITAL GLOBALSOFT LTD.,,500121,DIGITAL,Delisted,B,10,Equity
INE125A01017,AMBUJA CEMENT RAJASTHAN LTD.,,500122,AMBUJACEMR,Delisted,Z,10,Equity
INE280B01018,ELANTAS BECK INDIA LTD.,Commodity Chemicals,500123,ELANTAS,Active,B,10,Equity
INE089A01023,DR.REDDY'S LABORATORIES LTD.,Pharmaceuticals,500124,DRREDDY,Active,A,5,Equity
INE126A01031,E.I.D.-PARRY (INDIA) LTD.,Sugar,500125,EIDPARRY,Active,A,1,Equity
INE199A01012,MERCK LTD.,Pharmaceuticals,500126,MERCK,Active,B,10,Equity
NA,EASTERN MINING & ALLIED LTD.,Coal,500127,ESTMNAL,Delisted,P,10,Equity
INE086A01029,ELECTROSTEEL CASTINGS LTD.,Construction & Engineering,500128,ELECTCAST,Active,B,1,Equity
NA,ELGI AUTO PARTS LTD.,,500129,ELAUPAR-BDM,Delisted,Z,10,Equity
INE424D01018,ELGI FINANCE LTD.,Finance (including NBFCs),500130,ELGIF,Delisted,T,10,Equity
INE257B01024,ELGITREAD (INDIA) LTD.,,500131,ELGITR,Delisted,B,1,Equity
INE928B01012,EMPEE SUGARS & CHEMICALS LTD.,Sugar,500132,EMPEESUG,Active,XT,10,Equity
INE284A01012,ESAB INDIA LTD.,Other Industrial Goods,500133,ESABINDIA,Active,B,10,Equity
INE011A01019,ESSAR OIL LTD.,Integrated Oil & Gas,500134,ESSAROIL,Delisted,A,10,Equity
INE255A01020,ESSEL PROPACK LTD.,Containers & Packaging,500135,ESSELPRO,Active,B,2,Equity
INE778B01029,ESTER INDUSTRIES LTD.,Commodity Chemicals,500136,ESTER,Active,B,5,Equity
INE486C01019,UNIWORTH TEXTILES LTD.,Textiles,500138,UNIWORTHT,Suspended,X,10,Equity
INE249C01011,Fedders Electric and Engineering Ltd,Other Elect.Equip./ Prod.,500139,FEDDERELEC,Suspended,Z,10,Equity
NA,FEMNOR MINERAL (INDIA) LTD.,,500140,FEMNORM-B,Delisted,Z,10,Equity
INE912A01026,FERRO ALLOYS CORPORATION LTD.,Iron & Steel/Interm.Products,500141,FERROALL,Active,X,1,Equity
INE512A01016,FGP LTD.,Finance (including NBFCs),500142,FGP,Active,XT,10,Equity
INE160F01013,PH CAPITAL LTD.,Comm.Trading  & Distribution,500143,PHCAP,Active,X,10,Equity
INE235A01022,FINOLEX CABLES LTD.,Other Elect.Equip./ Prod.,500144,FINCABLES,Active,A,2,Equity
INE492B01019,FIRST LEASING CO.OF INDIA LTD.,Finance (including NBFCs),500145,FIRSTLEASE,Delisted,Z,10,Equity
INE515A01019,CMI FPE LTD.,Industrial Machinery,500147,CMIFPE,Active,X,10,Equity
INE516A01017,UFLEX LTD.,Containers & Packaging,500148,UFLEX,Active,A,10,Equity
INE517A01015,FLOATGLASS INDIA LTD.,,500149,FLOAI,Delisted,B,10,Equity
INE519A01011,FOSECO INDIA LTD.,Commodity Chemicals,500150,FOSECOIND,Active,B,10,Equity
INE973A01010,GOLDEN TOBACCO LTD.,Cigarettes-Tobacco Products,500151,GOLDENTOBC,Active,T,10,Equity
INE523A01013,G.R.MAGNETS LTD.,,500152,GRMAG,Delisted,Z,10,Equity
INE388A01029,GANESH BENZOPLAST LTD.,Commodity Chemicals,500153,GANESHBE,Active,X,1,Equity
INE418A01016,FUTURISTIC OFFSHORE SERVICES & CHEMICAL LTD.,Commodity Chemicals,500154,FOSCL,Suspended,X,10,Equity
INE526A01016,GARDEN SILK MILLS LTD.,Textiles,500155,GARDENSILK,Active,B,10,Equity
INE382A01014,GERMAN REMEDIES LTD.,,500156,GRMNR,Delisted,B,10,Equity
NA,GICBALN-B,,500157,GICBALN-B,Delisted,Z,10,Equity
,GICBGVL-B,,500158,GICBGVL-B,Delisted,Z,10,Equity
INE085D01033,Metroglobal Limited,Paper & Paper Products,500159,METROGLOBL,Active,X,10,Equity
INE043A01012,GTL LTD.,Other Telecom Services,500160,GTL,Active,T,10,Equity
INE130A01017,GLOBAL TRUST BANK LTD.,,500161,GTB,Delisted,T,10,Equity
INE353B01021,PARRYS SUGAR INDUSTRIES LTD.,Sugar,500162,PARRYSUGAR,Delisted,B,10,Equity
INE260B01028,GODFREY PHILLIPS INDIA LTD.,Cigarettes-Tobacco Products,500163,GODFRYPHLP,Active,A,2,Equity
INE233A01035,GODREJ INDUSTRIES LTD.,Commodity Chemicals,500164,GODREJIND,Active,A,1,Equity
INE531A01024,KANSAI NEROLAC PAINTS LTD.,Furniture-Furnishing-Paints,500165,KANSAINER,Active,A,1,Equity
INE300A01016,GOODRICKE GROUP LTD.,Tea & Coffee,500166,GOODRICKE,Active,X,10,Equity
INE532A01014,GOOD VALUE MARKETING CO.LTD.,Fertilizers,500167,GOVMC,Delisted,Z,10,Equity
INE533A01012,GOODYEAR INDIA LTD.,Auto Tyres & Rubber Products,500168,GOODYEAR,Active,B,10,Equity
NA,GRAPCO MINING & CO.LTD.,,500169,GRPCOMI,Delisted,Z,10,Equity
INE537A01013,GTN INDUSTRIES LTD.,Textiles,500170,GTNINDS,Active,B,10,Equity
INE539A01019,GHCL LTD.,Commodity Chemicals,500171,GHCL,Active,A,10,Equity
INE538A01037,GUJARAT FLUOROCHEMICALS LTD.,Industrial Gases,500173,GUJFLUORO,Active,A,1,Equity
INE540A01017,GUJARAT LEASE FINANCING LTD.,Finance (including NBFCs),500174,GLFL,Suspended,T,10,Equity
INE261B01018,GUJARAT TELEPHONE CABLES LTD.,,500175,GTCL,Delisted,B,10,Equity
NA,HAMCO MINING & SMELTING LTD.,,500176,HAMCMIN-B,Delisted,Z,10,Equity
INE021D01012,HANIL ERA TEXTILES LTD.,Textiles,500177,HANILERA,Delisted,T,10,Equity
INE905C01026,HARIG CRANKSHAFTS LTD.,Auto Parts & Equipment,500178,HARCR,Suspended,X,1,Equity
INE236A01020,HCL INFOSYSTEMS LTD.,Computer Hardware,500179,HCL-INSYS,Active,B,2,Equity
INE040A01026,HDFC Bank Ltd,Banks,500180,HDFCBANK,Active,A,2,Equity
INE546A1014,HERBERTSONS LTD.,,500181,HRBTSON-B,Delisted,B,10,Equity
INE158A01026,HERO MOTOCORP LTD.,2/3 Wheelers,500182,HEROMOTOCO,Active,A,2,Equity
INE548A01028,HIMACHAL FUTURISTIC COMMUNICATIONS LTD.,Telecom Cables,500183,HFCL,Active,A,1,Equity
INE019C01026,Himadri Speciality Chemical Ltd,Specialty Chemicals,500184,HSCL,Active,A,1,Equity
INE549A01026,HINDUSTAN CONSTRUCTION CO.LTD.,Construction & Engineering,500185,HCC,Active,A,1,Equity
INE345A01011,HINDUSTAN OIL EXPLORATION CO.LTD.,Exploration & Production,500186,HINDOILEXP,Active,B,10,Equity
INE415A01038,HSIL LTD.,Containers & Packaging,500187,HSIL,Active,B,2,Equity
INE267A01025,HINDUSTAN ZINC LTD.,Zinc,500188,HINDZINC,Active,A,2,Equity
INE353A01023,HINDUJA VENTURES LTD.,Broadcasting & Cable TV,500189,HINDUJAVEN,Active,B,10,Equity
INE555A01015,HITECH DRILLING SERVICES INDIA LTD.,,500190,HITDRDM,Delisted,B,10,Equity
INE262A01018,HMT LTD.,Commercial Vehicles,500191,HMT,Active,Z,10,Equity
INE962B01011,PRAG BOSIMI SYNTHETICS LTD.,Textiles,500192,PRAGBOS,Active,XT,10,Equity
INE102A01024,HOTEL LEELAVENTURE LTD.,Hotels,500193,HOTELEELA,Active,B,2,Equity
INE676B01017,HOTLINE GLASS LTD.,Consumer Electronics,500195,HOTLINGLAS,Delisted,XD,10,Equity
NA,HYTAISUN MAGNETICS LTD.,,500197,HTSUMAG,Delisted,Z,10,Equity
INE261A01010,IBP CO.LTD.,,500198,IBP,Delisted,B,10,Equity
INE204A01010,I G PETROCHEMICALS LTD.,Commodity Chemicals,500199,IGPL,Active,B,10,Equity
INE560A01015,INDIA GLYCOLS LTD.,Commodity Chemicals,500201,INDIAGLYCO,Active,B,10,Equity
INE333C01013,INDIA LEASE DEVELOPMENT LTD.,Finance (including NBFCs),500202,INDLEASE,Suspended,XT,10,Equity
INE860C01015,INDIA POLYFIBRES LTD.,,500203,INDPOLY,Delisted,B,10,Equity
INE134A01035,INDIA SECURITIES LTD.,Other Financial Services,500204,INDSEC,Delisted,B,1,Equity
INE680B01019,Margo Finance Limited,Finance (including NBFCs),500206,MARGOFIN,Active,X,10,Equity
INE156A01020,INDO RAMA SYNTHETICS (INDIA) LTD.,Textiles,500207,INDORAMA,Active,T,10,Equity
INE599C01019,INDU NISSAN OXO-CHEMICAL INDUSTRIES LTD.,Commodity Chemicals,500208,INDUNISS,Delisted,X,10,Equity
INE009A01021,INFOSYS LTD.,IT Consulting & Software,500209,INFY,Active,A,5,Equity
INE177A01018,INGERSOLL-RAND (INDIA) LTD.,Industrial Machinery,500210,INGERRAND,Active,B,10,Equity
INE901A01011,INSILCO LTD.,Other Industrial Goods,500211,INSILCO,Active,X,10,Equity
INE898B01017,INTEGRATED FINANCIAL SERVICES LTD.,Finance (including NBFCs),500212,IFSL,Active,XT,10,Equity
INE262B01016,INTERNATIONAL TRAVEL HOUSE LTD.,Travel Support Services,500213,ITHL,Active,X,10,Equity
INE570A01014,ION EXCHANGE (INDIA) LTD.,Industrial Machinery,500214,IONEXCHANG,Active,XT,10,Equity
INE209A01019,AGRO TECH FOODS LTD.,Other Agricultural Products,500215,ATFL,Active,B,10,Equity
INE379A01010,ITC HOTELS LTD.,,500216,ITCHOTEL,Delisted,B,10,Equity
INE240A01014,ITW SIGNODE INDIA LTD.,,500217,ITWSGDM,Delisted,B,10,Equity
INE335C01018,J.K.PHARMACHEM LTD.,Pharmaceuticals,500218,JKPHARMA,Suspended,X,10,Equity
INE175A01038,JAIN IRRIGATION SYSTEMS LTD.,Plastic Products,500219,JISLJALEQS,Active,A,2,Equity
INE711C01010,JASCH INDUSTRIES LTD.,Textiles,500220,JASCH,Active,X,10,Equity
INE851A01018,JAYPEE HOTELS LTD.,,500221,JPHOTEL,Delisted,T,10,Equity
INE264B01020,JCT ELECTRONICS LTD.,Consumer Electronics,500222,JCTEL,Suspended,XT,1,Equity
INE945A01026,JCT LTD.,Textiles,500223,JCTLTD,Active,X,2.5,Equity
INE023A01014,JNDST,,500224,JNDST,Delisted,B,10,Equity
INE025A01027,CONSOLIDATED FINVEST & HOLDINGS LTD.,,500226,CONSOFIN,Delisted,B,10,Equity
INE197D01010,JINDAL POLY FILMS LTD.,Commodity Chemicals,500227,JINDALPOLY,Active,B,10,Equity
INE019A01038,JSW STEEL LTD.,Iron & Steel/Interm.Products,500228,JSWSTEEL,Active,A,1,Equity
NA,JINDVJY,,500229,JINDVJY,Delisted,Z,10,Equity
NA,JINDALV,,500230,JINDALV,Delisted,Z,10,Equity
INE864B01027,UMANG DAIRIES LTD.,Packaged Foods,500231,UMANGDAIR,Active,B,5,Equity
INE666F01019,JORD ENGINEERS INDIA LTD.,Industrial Machinery,500232,JORDENG-B,Delisted,P,10,Equity
INE217B01036,KAJARIA CERAMICS LTD.,Furniture-Furnishing-Paints,500233,KAJARIACER,Active,A,1,Equity
INE437B01014,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,Cement & Cement Products,500234,KAKATCEM,Active,B,10,Equity
INE907A01026,KALYANI STEELS LTD.,Iron & Steel/Interm.Products,500235,KSL,Active,B,5,Equity
INE252C01015,Kanel Industries Limited,Comm.Trading  & Distribution,500236,KANELIND,Active,X,10,Equity
NA,KEDIA DISTILLERIES LTD.,,500237,KEDIADI-B,Delisted,Z,10,Equity
INE716A01013,WHIRLPOOL OF INDIA LTD.,Consumer Electronics,500238,WHIRLPOOL,Active,A,10,Equity
INE104A01012,KG DENIM LTD.,Textiles,500239,KGDENIM,Active,X,10,Equity
INE266B01017,KINETIC ENGINEERING LTD.,2/3 Wheelers,500240,KINETICENG,Active,X,10,Equity
INE732A01036,KIRLOSKAR BROTHERS LTD.,Industrial Machinery,500241,KIRLOSBROS,Active,B,2,Equity
INE328A01017,KIRLOSKAR PNEUMATIC CO.LTD.,,500242,KIRPNDM,Delisted,B,10,Equity
INE250A01039,Kirloskar Industries Ltd,Industrial Machinery,500243,KIRLOSIND,Active,B,10,Equity
INE884B01025,KIRLOSKAR FERROUS INDUSTRIES LTD.,Iron & Steel/Interm.Products,500245,KIRLFER,Active,B,5,Equity
INE601C01013,ENVAIR ELECTRODYNE LTD.,Industrial Machinery,500246,ENVAIREL,Active,X,10,Equity
INE237A01028,KOTAK MAHINDRA BANK LTD.,Banks,500247,KOTAKBANK,Active,A,5,Equity
INE073A01019,MAVI INDUSTRIES LTD.,Plastic Products,500248,MAVIIND,Active,XT,10,Equity
INE999A01015,KSB Ltd,Industrial Machinery,500249,KSB,Active,B,10,Equity
INE337A01034,L.G.BALAKRISHNAN & BROS.LTD.,Auto Parts & Equipment,500250,LGBBROSLTD,Active,B,10,Equity
INE849A01020,TRENT LTD.,Specialty Retail,500251,TRENT,Active,A,1,Equity
INE269B01029,LAKSHMI MACHINE WORKS LTD.,Industrial Machinery,500252,LAXMIMACH,Active,A,10,Equity
INE115A01026,LIC HOUSING FINANCE LTD.,Housing Finance,500253,LICHSGFIN,Active,A,2,Equity
INE292A01023,UTTAM VALUE STEELS LTD.,Iron & Steel/Interm.Products,500254,UTTAMVALUE,Active,T,1,Equity
INE862A01015,LML LTD.,2/3 Wheelers,500255,LML,Suspended,B,10,Equity
INE367C01011,LOK HOUSING & CONSTRUCTIONS LTD.,Realty,500256,LOKHSG,Delisted,Z,10,Equity
INE326A01037,LUPIN LTD.,Pharmaceuticals,500257,LUPIN,Active,A,2,Equity
INE327A01019,LUPIN LABORATORIES LTD.,,500258,LUPINDM,Delisted,B,10,Equity
INE933A01014,LYKA LABS LTD.,Pharmaceuticals,500259,LYKALABS,Active,B,10,Equity
INE331A01037,The Ramco Cements Limited,Cement & Cement Products,500260,RAMCOCEM,Active,A,1,Equity
NA,MADRAS PETRO-CHEM LTD.,Refineries/ Petro-Products,500261,MDRPTRO,Delisted,P,10,Equity
INE965B01014,MAFATLAL FINANCE CO.LTD.,Finance (including NBFCs),500262,MAFATLAFIN,Suspended,B,10,Equity
INE270B01027,MAFATLAL INDUSTRIES LTD.,Textiles,500264,MAFATIND,Active,X,10,Equity
INE271B01025,MAHARASHTRA SEAMLESS LTD.,Construction & Engineering,500265,MAHSEAMLES,Active,B,5,Equity
INE288A01013,MAHARASHTRA SCOOTERS LTD.,Investment Companies,500266,MAHSCOOTER,Active,B,10,Equity
INE201B01022,MAJESTIC AUTO LTD.,2/3 Wheelers,500267,MAJESAUT,Active,X,10,Equity
INE201A01024,MANALI PETROCHEMICAL LTD.,Petrochemicals,500268,MANALIPETC,Active,B,5,Equity
INE273B01013,MARDIA CHEMICALS LTD.,,500269,MARDIACH,Delisted,B,10,Equity
INE461A01016,BARODA RAYON CORPORATION LTD.,Textiles,500270,BARODARY,Suspended,X,10,Equity
INE180A01020,Max Financial Services Ltd,Life Insurance,500271,MFSL,Active,A,2,Equity
NA,MAXWORTH ORCHARDS (INDIA) LTD.,,500272,MAXWORC-B,Delisted,Z,10,Equity
INE887A01012,MCDWLDM,,500273,MCDWLDM,Delisted,B,10,Equity
INE839X01015,MESCO PHARMACEUTICALS LTD.,Pharmaceuticals,500274,MESPHAR-B,Active,P,10,Equity
INE865A01018,MTZ INDUSTRIES LTD.,Other Non-Ferrous Metals,500275,MTZIND,Delisted,X,10,Equity
NA,MICRO PLANTAE LTD.,Other Agricultural Products,500276,MICROPL-B,Delisted,P,10,Equity
INE401C01018,MID INDIA INDUSTRIES LTD.,Textiles,500277,MIDINDIA,Active,XT,10,Equity
INE844X01015,MIDEAST (INDIA) LTD.,Comm.Trading  & Distribution,500278,MIDESTI-B,Suspended,P,10,Equity
